model,library,target,regime,feature,gain_share
xgb_abs,xgb,abs,both_novel,temperature_num,2.0193018976314804e-05
xgb_abs,xgb,abs,both_novel,well_row,0.000610218393977664
xgb_abs,xgb,abs,both_novel,well_col,0.0009329666429114876
xgb_abs,xgb,abs,both_novel,ctrl_median,0.0004805645453794077
xgb_abs,xgb,abs,both_novel,ctrl_detect,0.00019994749855302792
xgb_abs,xgb,abs,both_novel,has_drug_prior,0.0
xgb_abs,xgb,abs,both_novel,has_strain_prior,0.0
xgb_abs,xgb,abs,both_novel,data_source,0.00020713699984524885
xgb_abs,xgb,abs,both_novel,instrument,5.207813242050128e-05
xgb_abs,xgb,abs,both_novel,Strains,0.0
xgb_abs,xgb,abs,both_novel,Medium,3.418513838875299e-05
xgb_abs,xgb,abs,both_novel,perturbation_no_concentration,0.0
xgb_abs,xgb,abs,both_novel,Yeast_cell_plate,0.003778634549907018
xgb_abs,xgb,abs,both_novel,pert_id,0.004715117654271594
cat_abs,cat,abs,both_novel,c_ctrl,0.3775787941400517
cat_abs,cat,abs,both_novel,c_ctrl_centered,0.37792916390055253
cat_abs,cat,abs,both_novel,d_ctx,0.0
cat_abs,cat,abs,both_novel,d_ctxb,0.0
cat_abs,cat,abs,both_novel,d_strain,0.0
cat_abs,cat,abs,both_novel,d_drug,0.0
cat_abs,cat,abs,both_novel,d_drug_time,0.0
cat_abs,cat,abs,both_novel,d_drug_strain,0.0
cat_abs,cat,abs,both_novel,d_batch,0.001952548461037108
cat_abs,cat,abs,both_novel,d_batch_time,0.0009507015735769515
cat_abs,cat,abs,both_novel,d_plate,0.015067743947458995
cat_abs,cat,abs,both_novel,d_instr,0.00015325373323605106
cat_abs,cat,abs,both_novel,d_time,0.0001235603049084833
cat_abs,cat,abs,both_novel,d_mtt,0.00014622576423196828
cat_abs,cat,abs,both_novel,y_ctxb,0.0
cat_abs,cat,abs,both_novel,y_mtt,0.10572415268791728
cat_abs,cat,abs,both_novel,prot_mean_y,0.07440982118351581
cat_abs,cat,abs,both_novel,prot_sd_y,0.0014961888213988212
cat_abs,cat,abs,both_novel,prot_detect,0.004883890110841952
cat_abs,cat,abs,both_novel,prot_mean_d,0.0008820936618891643
cat_abs,cat,abs,both_novel,prot_sd_d,0.0006515276822761975
cat_abs,cat,abs,both_novel,prot_mean_absd,0.0010209044338561615
cat_abs,cat,abs,both_novel,pert_time_num,0.0002110246083168546
cat_abs,cat,abs,both_novel,temperature_num,9.34517197679415e-05
cat_abs,cat,abs,both_novel,well_row,0.003599673806174143
cat_abs,cat,abs,both_novel,well_col,0.006983874400685161
cat_abs,cat,abs,both_novel,ctrl_median,0.0022515685314094844
cat_abs,cat,abs,both_novel,ctrl_detect,0.0002505581871005081
cat_abs,cat,abs,both_novel,has_drug_prior,0.0
cat_abs,cat,abs,both_novel,has_strain_prior,0.0
cat_abs,cat,abs,both_novel,data_source,0.0045783095098598835
cat_abs,cat,abs,both_novel,instrument,0.00014445987067709197
cat_abs,cat,abs,both_novel,Strains,0.0
cat_abs,cat,abs,both_novel,Medium,5.128107269835939e-05
cat_abs,cat,abs,both_novel,perturbation_no_concentration,0.0
cat_abs,cat,abs,both_novel,Yeast_cell_plate,0.006604223433998247
cat_abs,cat,abs,both_novel,pert_id,0.012261004452563
